product_code,bureau_of_meteorology_station_number,year,month,day,rainfall_amount_millimetres,period_over_which_rainfall_was_measured_days,quality,date
IDCJAC0009,66006,2015,10,8,0,NA,Y,2015-10-08
IDCJAC0009,66006,2015,10,9,0.1,1,Y,2015-10-09
IDCJAC0009,66006,2015,10,10,0,NA,Y,2015-10-10
IDCJAC0009,66006,2015,10,11,0,NA,Y,2015-10-11
IDCJAC0009,66006,2015,10,12,3.6,1,Y,2015-10-12
IDCJAC0009,66006,2015,10,13,3.8,1,Y,2015-10-13
IDCJAC0009,66006,2015,10,14,6.4,1,Y,2015-10-14
IDCJAC0009,66006,2015,10,15,0,NA,Y,2015-10-15
IDCJAC0009,66006,2015,10,16,0,NA,Y,2015-10-16
IDCJAC0009,66006,2015,10,17,0,NA,Y,2015-10-17
IDCJAC0009,66006,2015,10,18,2,1,Y,2015-10-18
IDCJAC0009,66006,2015,10,19,0.6,1,Y,2015-10-19
IDCJAC0009,66006,2015,10,20,0,NA,Y,2015-10-20
IDCJAC0009,66006,2015,10,21,1.2,1,Y,2015-10-21
IDCJAC0009,66006,2015,10,22,11.8,1,Y,2015-10-22
IDCJAC0009,66006,2015,10,23,14,1,Y,2015-10-23
IDCJAC0009,66006,2015,10,24,0,NA,Y,2015-10-24
IDCJAC0009,66006,2015,10,25,0,NA,Y,2015-10-25
IDCJAC0009,66006,2015,10,26,0,NA,Y,2015-10-26
IDCJAC0009,66006,2015,10,27,9.5,1,Y,2015-10-27
IDCJAC0009,66006,2015,10,28,0.1,1,Y,2015-10-28
IDCJAC0009,66006,2015,10,29,0,NA,Y,2015-10-29
IDCJAC0009,66006,2015,10,30,0,NA,Y,2015-10-30
IDCJAC0009,66006,2015,10,31,0,NA,Y,2015-10-31
IDCJAC0009,66006,2015,11,1,0,NA,Y,2015-11-01
IDCJAC0009,66006,2015,11,2,23.4,1,Y,2015-11-02
IDCJAC0009,66006,2015,11,3,1.2,1,Y,2015-11-03
IDCJAC0009,66006,2015,11,4,4.4,1,Y,2015-11-04
IDCJAC0009,66006,2015,11,5,18,1,Y,2015-11-05
IDCJAC0009,66006,2015,11,6,15.4,1,Y,2015-11-06
IDCJAC0009,66006,2015,11,7,9.8,1,Y,2015-11-07
IDCJAC0009,66006,2015,11,8,0.4,1,Y,2015-11-08
IDCJAC0009,66006,2015,11,9,0,NA,Y,2015-11-09
IDCJAC0009,66006,2015,11,10,0,NA,Y,2015-11-10
IDCJAC0009,66006,2015,11,11,0,NA,Y,2015-11-11
IDCJAC0009,66006,2015,11,12,3.8,1,Y,2015-11-12
IDCJAC0009,66006,2015,11,13,0.8,1,Y,2015-11-13
IDCJAC0009,66006,2015,11,14,21,1,Y,2015-11-14
IDCJAC0009,66006,2015,11,15,27,1,Y,2015-11-15
IDCJAC0009,66006,2015,11,16,2.2,1,Y,2015-11-16
IDCJAC0009,66006,2015,11,17,0,NA,Y,2015-11-17
IDCJAC0009,66006,2015,11,18,0,NA,Y,2015-11-18
IDCJAC0009,66006,2015,11,19,0,NA,Y,2015-11-19
IDCJAC0009,66006,2015,11,20,0,NA,Y,2015-11-20
IDCJAC0009,66006,2015,11,21,0,NA,Y,2015-11-21
IDCJAC0009,66006,2015,11,22,0,NA,Y,2015-11-22
IDCJAC0009,66006,2015,11,23,0,NA,Y,2015-11-23
IDCJAC0009,66006,2015,11,24,0,NA,Y,2015-11-24
IDCJAC0009,66006,2015,11,25,0,NA,Y,2015-11-25
IDCJAC0009,66006,2015,11,26,0,NA,Y,2015-11-26
IDCJAC0009,66006,2015,11,27,0.2,1,Y,2015-11-27
IDCJAC0009,66006,2015,11,28,0,NA,Y,2015-11-28
IDCJAC0009,66006,2015,11,29,0.3,1,Y,2015-11-29
IDCJAC0009,66006,2015,11,30,0,NA,Y,2015-11-30
IDCJAC0009,66006,2015,12,1,0,NA,Y,2015-12-01
IDCJAC0009,66006,2015,12,2,0,NA,Y,2015-12-02
IDCJAC0009,66006,2015,12,3,0,NA,Y,2015-12-03
IDCJAC0009,66006,2015,12,4,0,NA,Y,2015-12-04
IDCJAC0009,66006,2015,12,5,0,NA,Y,2015-12-05
IDCJAC0009,66006,2015,12,6,0,NA,Y,2015-12-06
IDCJAC0009,66006,2015,12,7,0,NA,Y,2015-12-07
IDCJAC0009,66006,2015,12,8,0,NA,Y,2015-12-08
IDCJAC0009,66006,2015,12,9,1.4,1,Y,2015-12-09
IDCJAC0009,66006,2015,12,10,21,1,Y,2015-12-10
IDCJAC0009,66006,2015,12,11,2,1,Y,2015-12-11
IDCJAC0009,66006,2015,12,12,0,NA,Y,2015-12-12
IDCJAC0009,66006,2015,12,13,0,NA,Y,2015-12-13
IDCJAC0009,66006,2015,12,14,0,NA,Y,2015-12-14
IDCJAC0009,66006,2015,12,15,0,NA,Y,2015-12-15
IDCJAC0009,66006,2015,12,16,1.2,1,Y,2015-12-16
IDCJAC0009,66006,2015,12,17,20,1,Y,2015-12-17
IDCJAC0009,66006,2015,12,18,0,NA,Y,2015-12-18
IDCJAC0009,66006,2015,12,19,0,NA,Y,2015-12-19
IDCJAC0009,66006,2015,12,20,0,NA,Y,2015-12-20
IDCJAC0009,66006,2015,12,21,0,NA,Y,2015-12-21
IDCJAC0009,66006,2015,12,22,27.6,1,Y,2015-12-22
IDCJAC0009,66006,2015,12,23,35.2,1,Y,2015-12-23
IDCJAC0009,66006,2015,12,24,1,1,Y,2015-12-24
IDCJAC0009,66006,2015,12,25,0,NA,Y,2015-12-25
IDCJAC0009,66006,2015,12,26,1.2,1,Y,2015-12-26
IDCJAC0009,66006,2015,12,27,2.4,1,Y,2015-12-27
IDCJAC0009,66006,2015,12,28,3.8,1,Y,2015-12-28
IDCJAC0009,66006,2015,12,29,0,NA,Y,2015-12-29
IDCJAC0009,66006,2015,12,30,0,NA,Y,2015-12-30
IDCJAC0009,66006,2015,12,31,0,NA,Y,2015-12-31
IDCJAC0009,66006,2016,1,1,0,NA,Y,2016-01-01
IDCJAC0009,66006,2016,1,2,0,NA,Y,2016-01-02
IDCJAC0009,66006,2016,1,3,0,NA,Y,2016-01-03
IDCJAC0009,66006,2016,1,4,15,1,Y,2016-01-04
IDCJAC0009,66006,2016,1,5,36.6,1,Y,2016-01-05
IDCJAC0009,66006,2016,1,6,55.2,1,Y,2016-01-06
IDCJAC0009,66006,2016,1,7,47.6,1,Y,2016-01-07
IDCJAC0009,66006,2016,1,8,1,1,Y,2016-01-08
IDCJAC0009,66006,2016,1,9,0,NA,Y,2016-01-09
IDCJAC0009,66006,2016,1,10,0,NA,Y,2016-01-10
IDCJAC0009,66006,2016,1,11,0,NA,Y,2016-01-11
IDCJAC0009,66006,2016,1,12,0.1,1,Y,2016-01-12
IDCJAC0009,66006,2016,1,13,0,NA,Y,2016-01-13
IDCJAC0009,66006,2016,1,14,0,NA,Y,2016-01-14
IDCJAC0009,66006,2016,1,15,35,1,Y,2016-01-15
IDCJAC0009,66006,2016,1,16,0.2,1,Y,2016-01-16
IDCJAC0009,66006,2016,1,17,0,NA,Y,2016-01-17
IDCJAC0009,66006,2016,1,18,0,NA,Y,2016-01-18
IDCJAC0009,66006,2016,1,19,0,NA,Y,2016-01-19
IDCJAC0009,66006,2016,1,20,0,NA,Y,2016-01-20
IDCJAC0009,66006,2016,1,21,0,NA,Y,2016-01-21
IDCJAC0009,66006,2016,1,22,29.6,1,Y,2016-01-22
IDCJAC0009,66006,2016,1,23,14.4,1,Y,2016-01-23
IDCJAC0009,66006,2016,1,24,0,1,Y,2016-01-24
IDCJAC0009,66006,2016,1,25,0,NA,Y,2016-01-25
IDCJAC0009,66006,2016,1,26,0.5,1,Y,2016-01-26
IDCJAC0009,66006,2016,1,27,3.8,1,Y,2016-01-27
IDCJAC0009,66006,2016,1,28,3.4,1,Y,2016-01-28
IDCJAC0009,66006,2016,1,29,0,NA,Y,2016-01-29
IDCJAC0009,66006,2016,1,30,7.4,1,Y,2016-01-30
IDCJAC0009,66006,2016,1,31,18.4,1,Y,2016-01-31
IDCJAC0009,66006,2016,2,1,0,NA,Y,2016-02-01
IDCJAC0009,66006,2016,2,2,3.8,1,Y,2016-02-02
IDCJAC0009,66006,2016,2,3,0,NA,Y,2016-02-03
IDCJAC0009,66006,2016,2,4,13.4,1,Y,2016-02-04
IDCJAC0009,66006,2016,2,5,4.4,1,Y,2016-02-05
IDCJAC0009,66006,2016,2,6,2.5,1,Y,2016-02-06
IDCJAC0009,66006,2016,2,7,0,NA,Y,2016-02-07
IDCJAC0009,66006,2016,2,8,0,NA,Y,2016-02-08
IDCJAC0009,66006,2016,2,9,0,1,Y,2016-02-09
IDCJAC0009,66006,2016,2,10,0,NA,Y,2016-02-10
IDCJAC0009,66006,2016,2,11,0,NA,Y,2016-02-11
IDCJAC0009,66006,2016,2,12,0,NA,Y,2016-02-12
IDCJAC0009,66006,2016,2,13,0,NA,Y,2016-02-13
IDCJAC0009,66006,2016,2,14,0,NA,Y,2016-02-14
IDCJAC0009,66006,2016,2,15,0.1,1,Y,2016-02-15
IDCJAC0009,66006,2016,2,16,0,NA,Y,2016-02-16
IDCJAC0009,66006,2016,2,17,0,1,Y,2016-02-17
IDCJAC0009,66006,2016,2,18,0,NA,Y,2016-02-18
IDCJAC0009,66006,2016,2,19,0,NA,Y,2016-02-19
IDCJAC0009,66006,2016,2,20,0,NA,Y,2016-02-20
IDCJAC0009,66006,2016,2,21,6.6,1,Y,2016-02-21
IDCJAC0009,66006,2016,2,22,3.1,1,Y,2016-02-22
IDCJAC0009,66006,2016,2,23,0,NA,Y,2016-02-23
IDCJAC0009,66006,2016,2,24,0,NA,Y,2016-02-24
IDCJAC0009,66006,2016,2,25,0,NA,Y,2016-02-25
IDCJAC0009,66006,2016,2,26,0,NA,Y,2016-02-26
IDCJAC0009,66006,2016,2,27,0,NA,Y,2016-02-27
IDCJAC0009,66006,2016,2,28,0.3,1,Y,2016-02-28
IDCJAC0009,66006,2016,2,29,0,NA,Y,2016-02-29
IDCJAC0009,66006,2016,3,1,0,NA,Y,2016-03-01
IDCJAC0009,66006,2016,3,2,0.2,1,Y,2016-03-02
IDCJAC0009,66006,2016,3,3,0,NA,Y,2016-03-03
IDCJAC0009,66006,2016,3,4,0,NA,Y,2016-03-04
IDCJAC0009,66006,2016,3,5,0,NA,Y,2016-03-05
IDCJAC0009,66006,2016,3,6,0,NA,Y,2016-03-06
IDCJAC0009,66006,2016,3,7,0,NA,Y,2016-03-07
IDCJAC0009,66006,2016,3,8,0,NA,Y,2016-03-08
IDCJAC0009,66006,2016,3,9,0.8,1,Y,2016-03-09
IDCJAC0009,66006,2016,3,10,0,NA,Y,2016-03-10
IDCJAC0009,66006,2016,3,11,0,NA,Y,2016-03-11
IDCJAC0009,66006,2016,3,12,0,NA,Y,2016-03-12
IDCJAC0009,66006,2016,3,13,0,NA,Y,2016-03-13
IDCJAC0009,66006,2016,3,14,0,NA,Y,2016-03-14
IDCJAC0009,66006,2016,3,15,21.4,1,Y,2016-03-15
IDCJAC0009,66006,2016,3,16,21.8,1,Y,2016-03-16
IDCJAC0009,66006,2016,3,17,17.8,1,Y,2016-03-17
IDCJAC0009,66006,2016,3,18,5,1,Y,2016-03-18
IDCJAC0009,66006,2016,3,19,5.2,1,Y,2016-03-19
IDCJAC0009,66006,2016,3,20,NA,NA,NA,2016-03-20
IDCJAC0009,66006,2016,3,21,83.4,2,Y,2016-03-21
IDCJAC0009,66006,2016,3,22,26.6,1,Y,2016-03-22
IDCJAC0009,66006,2016,3,23,1.8,1,Y,2016-03-23
IDCJAC0009,66006,2016,3,24,0,NA,Y,2016-03-24
IDCJAC0009,66006,2016,3,25,0,NA,Y,2016-03-25
IDCJAC0009,66006,2016,3,26,0.2,1,Y,2016-03-26
IDCJAC0009,66006,2016,3,27,0,NA,Y,2016-03-27
IDCJAC0009,66006,2016,3,28,30,1,Y,2016-03-28
IDCJAC0009,66006,2016,3,29,0.2,1,Y,2016-03-29
IDCJAC0009,66006,2016,3,30,5.8,1,Y,2016-03-30
IDCJAC0009,66006,2016,3,31,0.6,1,Y,2016-03-31
IDCJAC0009,66006,2016,4,1,0,NA,Y,2016-04-01
IDCJAC0009,66006,2016,4,2,0,NA,Y,2016-04-02
IDCJAC0009,66006,2016,4,3,0.2,1,Y,2016-04-03
IDCJAC0009,66006,2016,4,4,68,1,Y,2016-04-04
IDCJAC0009,66006,2016,4,5,10.6,1,Y,2016-04-05
IDCJAC0009,66006,2016,4,6,0,NA,Y,2016-04-06
IDCJAC0009,66006,2016,4,7,0,NA,Y,2016-04-07
IDCJAC0009,66006,2016,4,8,0,NA,Y,2016-04-08
IDCJAC0009,66006,2016,4,9,0.7,1,Y,2016-04-09
IDCJAC0009,66006,2016,4,10,0,NA,Y,2016-04-10
IDCJAC0009,66006,2016,4,11,0,NA,Y,2016-04-11
IDCJAC0009,66006,2016,4,12,10.4,1,Y,2016-04-12
IDCJAC0009,66006,2016,4,13,1.4,1,Y,2016-04-13
IDCJAC0009,66006,2016,4,14,1.6,1,Y,2016-04-14
IDCJAC0009,66006,2016,4,15,0,NA,Y,2016-04-15
IDCJAC0009,66006,2016,4,16,0,NA,Y,2016-04-16
IDCJAC0009,66006,2016,4,17,0,NA,Y,2016-04-17
IDCJAC0009,66006,2016,4,18,0.9,1,Y,2016-04-18
IDCJAC0009,66006,2016,4,19,9.8,1,Y,2016-04-19
IDCJAC0009,66006,2016,4,20,6.4,1,Y,2016-04-20
IDCJAC0009,66006,2016,4,21,0,NA,Y,2016-04-21
IDCJAC0009,66006,2016,4,22,0,NA,Y,2016-04-22
IDCJAC0009,66006,2016,4,23,7.2,1,Y,2016-04-23
IDCJAC0009,66006,2016,4,24,3.6,1,Y,2016-04-24
IDCJAC0009,66006,2016,4,25,0,NA,Y,2016-04-25
IDCJAC0009,66006,2016,4,26,0,NA,Y,2016-04-26
IDCJAC0009,66006,2016,4,27,0,NA,Y,2016-04-27
IDCJAC0009,66006,2016,4,28,0,NA,Y,2016-04-28
IDCJAC0009,66006,2016,4,29,0,NA,Y,2016-04-29
IDCJAC0009,66006,2016,4,30,0.3,1,Y,2016-04-30
IDCJAC0009,66006,2016,5,1,3,1,Y,2016-05-01
IDCJAC0009,66006,2016,5,2,0,NA,Y,2016-05-02
IDCJAC0009,66006,2016,5,3,0,NA,Y,2016-05-03
IDCJAC0009,66006,2016,5,4,0,NA,Y,2016-05-04
IDCJAC0009,66006,2016,5,5,0,NA,Y,2016-05-05
IDCJAC0009,66006,2016,5,6,0,NA,Y,2016-05-06
IDCJAC0009,66006,2016,5,7,0,NA,Y,2016-05-07
IDCJAC0009,66006,2016,5,8,0,NA,Y,2016-05-08
IDCJAC0009,66006,2016,5,9,1.8,1,Y,2016-05-09
IDCJAC0009,66006,2016,5,10,0.1,1,Y,2016-05-10
IDCJAC0009,66006,2016,5,11,0,NA,Y,2016-05-11
IDCJAC0009,66006,2016,5,12,0,NA,Y,2016-05-12
IDCJAC0009,66006,2016,5,13,0,NA,Y,2016-05-13
IDCJAC0009,66006,2016,5,14,0,NA,Y,2016-05-14
IDCJAC0009,66006,2016,5,15,0,NA,Y,2016-05-15
IDCJAC0009,66006,2016,5,16,0,NA,Y,2016-05-16
IDCJAC0009,66006,2016,5,17,0,NA,Y,2016-05-17
IDCJAC0009,66006,2016,5,18,0,NA,Y,2016-05-18
IDCJAC0009,66006,2016,5,19,0,NA,Y,2016-05-19
IDCJAC0009,66006,2016,5,20,0,NA,Y,2016-05-20
IDCJAC0009,66006,2016,5,21,0,NA,Y,2016-05-21
IDCJAC0009,66006,2016,5,22,0,NA,Y,2016-05-22
IDCJAC0009,66006,2016,5,23,0,NA,Y,2016-05-23
IDCJAC0009,66006,2016,5,24,0,NA,Y,2016-05-24
IDCJAC0009,66006,2016,5,25,0,NA,Y,2016-05-25
IDCJAC0009,66006,2016,5,26,0.6,1,Y,2016-05-26
IDCJAC0009,66006,2016,5,27,0.2,1,Y,2016-05-27
IDCJAC0009,66006,2016,5,28,2.1,1,Y,2016-05-28
IDCJAC0009,66006,2016,5,29,0.1,1,Y,2016-05-29
IDCJAC0009,66006,2016,5,30,0,NA,Y,2016-05-30
IDCJAC0009,66006,2016,5,31,0,NA,Y,2016-05-31
IDCJAC0009,66006,2016,6,1,35.6,1,Y,2016-06-01
IDCJAC0009,66006,2016,6,2,2.2,1,Y,2016-06-02
IDCJAC0009,66006,2016,6,3,0,NA,Y,2016-06-03
IDCJAC0009,66006,2016,6,4,89,1,Y,2016-06-04
IDCJAC0009,66006,2016,6,5,125.8,1,Y,2016-06-05
IDCJAC0009,66006,2016,6,6,67.2,1,Y,2016-06-06
IDCJAC0009,66006,2016,6,7,0.3,1,Y,2016-06-07
IDCJAC0009,66006,2016,6,8,0,NA,Y,2016-06-08
IDCJAC0009,66006,2016,6,9,0.8,1,Y,2016-06-09
IDCJAC0009,66006,2016,6,10,0,NA,Y,2016-06-10
IDCJAC0009,66006,2016,6,11,0,NA,Y,2016-06-11
IDCJAC0009,66006,2016,6,12,0,NA,Y,2016-06-12
IDCJAC0009,66006,2016,6,13,0,NA,Y,2016-06-13
IDCJAC0009,66006,2016,6,14,0,NA,Y,2016-06-14
IDCJAC0009,66006,2016,6,15,0,NA,Y,2016-06-15
IDCJAC0009,66006,2016,6,16,0,NA,Y,2016-06-16
IDCJAC0009,66006,2016,6,17,0,NA,Y,2016-06-17
IDCJAC0009,66006,2016,6,18,6.6,1,Y,2016-06-18
IDCJAC0009,66006,2016,6,19,0,NA,Y,2016-06-19
IDCJAC0009,66006,2016,6,20,41,1,Y,2016-06-20
IDCJAC0009,66006,2016,6,21,0,NA,Y,2016-06-21
IDCJAC0009,66006,2016,6,22,0,NA,Y,2016-06-22
IDCJAC0009,66006,2016,6,23,0,NA,Y,2016-06-23
IDCJAC0009,66006,2016,6,24,0,NA,Y,2016-06-24
IDCJAC0009,66006,2016,6,25,1,1,Y,2016-06-25
IDCJAC0009,66006,2016,6,26,0.1,1,Y,2016-06-26
IDCJAC0009,66006,2016,6,27,1,1,Y,2016-06-27
IDCJAC0009,66006,2016,6,28,3.2,1,Y,2016-06-28
IDCJAC0009,66006,2016,6,29,1,1,Y,2016-06-29
IDCJAC0009,66006,2016,6,30,0,NA,Y,2016-06-30
IDCJAC0009,66006,2016,7,1,0,NA,Y,2016-07-01
IDCJAC0009,66006,2016,7,2,0,NA,Y,2016-07-02
IDCJAC0009,66006,2016,7,3,0,NA,Y,2016-07-03
IDCJAC0009,66006,2016,7,4,0,NA,Y,2016-07-04
IDCJAC0009,66006,2016,7,5,5.2,1,Y,2016-07-05
IDCJAC0009,66006,2016,7,6,0.2,1,Y,2016-07-06
IDCJAC0009,66006,2016,7,7,26.5,1,Y,2016-07-07
IDCJAC0009,66006,2016,7,8,18.4,1,Y,2016-07-08
IDCJAC0009,66006,2016,7,9,4,1,Y,2016-07-09
IDCJAC0009,66006,2016,7,10,1.5,1,Y,2016-07-10
IDCJAC0009,66006,2016,7,11,0.2,1,Y,2016-07-11
IDCJAC0009,66006,2016,7,12,0,NA,Y,2016-07-12
IDCJAC0009,66006,2016,7,13,0,NA,Y,2016-07-13
IDCJAC0009,66006,2016,7,14,0,NA,Y,2016-07-14
IDCJAC0009,66006,2016,7,15,0,NA,Y,2016-07-15
IDCJAC0009,66006,2016,7,16,0,NA,Y,2016-07-16
IDCJAC0009,66006,2016,7,17,1,1,Y,2016-07-17
IDCJAC0009,66006,2016,7,18,0,NA,Y,2016-07-18
IDCJAC0009,66006,2016,7,19,0,NA,Y,2016-07-19
IDCJAC0009,66006,2016,7,20,16.6,1,Y,2016-07-20
IDCJAC0009,66006,2016,7,21,19.6,1,Y,2016-07-21
IDCJAC0009,66006,2016,7,22,0.6,1,Y,2016-07-22
IDCJAC0009,66006,2016,7,23,8,1,Y,2016-07-23
IDCJAC0009,66006,2016,7,24,0,NA,Y,2016-07-24
IDCJAC0009,66006,2016,7,25,0,NA,Y,2016-07-25
IDCJAC0009,66006,2016,7,26,0,NA,Y,2016-07-26
IDCJAC0009,66006,2016,7,27,0,NA,Y,2016-07-27
IDCJAC0009,66006,2016,7,28,0,NA,Y,2016-07-28
IDCJAC0009,66006,2016,7,29,0,NA,Y,2016-07-29
IDCJAC0009,66006,2016,7,30,0,NA,Y,2016-07-30
IDCJAC0009,66006,2016,7,31,0,NA,Y,2016-07-31
IDCJAC0009,66006,2016,8,1,0,NA,Y,2016-08-01
IDCJAC0009,66006,2016,8,2,0.6,1,Y,2016-08-02
IDCJAC0009,66006,2016,8,3,26.2,1,Y,2016-08-03
IDCJAC0009,66006,2016,8,4,61.5,1,Y,2016-08-04
IDCJAC0009,66006,2016,8,5,5.4,1,Y,2016-08-05
IDCJAC0009,66006,2016,8,6,2.7,1,Y,2016-08-06
IDCJAC0009,66006,2016,8,7,1.8,1,Y,2016-08-07
IDCJAC0009,66006,2016,8,8,0.2,1,Y,2016-08-08
IDCJAC0009,66006,2016,8,9,0,NA,Y,2016-08-09
IDCJAC0009,66006,2016,8,10,0,NA,Y,2016-08-10
IDCJAC0009,66006,2016,8,11,0,NA,Y,2016-08-11
IDCJAC0009,66006,2016,8,12,0,NA,Y,2016-08-12
IDCJAC0009,66006,2016,8,13,0,NA,Y,2016-08-13
IDCJAC0009,66006,2016,8,14,0,NA,Y,2016-08-14
IDCJAC0009,66006,2016,8,15,0,NA,Y,2016-08-15
IDCJAC0009,66006,2016,8,16,0,NA,Y,2016-08-16
IDCJAC0009,66006,2016,8,17,0,NA,Y,2016-08-17
IDCJAC0009,66006,2016,8,18,0,NA,Y,2016-08-18
IDCJAC0009,66006,2016,8,19,0,NA,Y,2016-08-19
IDCJAC0009,66006,2016,8,20,0.6,1,Y,2016-08-20
IDCJAC0009,66006,2016,8,21,0,NA,Y,2016-08-21
IDCJAC0009,66006,2016,8,22,0,NA,Y,2016-08-22
IDCJAC0009,66006,2016,8,23,3,1,Y,2016-08-23
IDCJAC0009,66006,2016,8,24,NA,NA,NA,2016-08-24
IDCJAC0009,66006,2016,8,25,55.8,2,Y,2016-08-25
IDCJAC0009,66006,2016,8,26,0,NA,Y,2016-08-26
IDCJAC0009,66006,2016,8,27,3,1,Y,2016-08-27
IDCJAC0009,66006,2016,8,28,0.1,1,Y,2016-08-28
IDCJAC0009,66006,2016,8,29,0,NA,Y,2016-08-29
IDCJAC0009,66006,2016,8,30,0,NA,Y,2016-08-30
IDCJAC0009,66006,2016,8,31,0,NA,Y,2016-08-31
IDCJAC0009,66006,2016,9,1,0,NA,Y,2016-09-01
IDCJAC0009,66006,2016,9,2,NA,NA,NA,2016-09-02
IDCJAC0009,66006,2016,9,3,40.4,2,Y,2016-09-03
IDCJAC0009,66006,2016,9,4,0,NA,Y,2016-09-04
IDCJAC0009,66006,2016,9,5,0,NA,Y,2016-09-05
IDCJAC0009,66006,2016,9,6,0,NA,Y,2016-09-06
IDCJAC0009,66006,2016,9,7,0,NA,Y,2016-09-07
IDCJAC0009,66006,2016,9,8,0,NA,Y,2016-09-08
IDCJAC0009,66006,2016,9,9,0,NA,Y,2016-09-09
IDCJAC0009,66006,2016,9,10,1.6,1,Y,2016-09-10
IDCJAC0009,66006,2016,9,11,0,NA,Y,2016-09-11
IDCJAC0009,66006,2016,9,12,0,NA,Y,2016-09-12
IDCJAC0009,66006,2016,9,13,0,NA,Y,2016-09-13
IDCJAC0009,66006,2016,9,14,5.8,1,Y,2016-09-14
IDCJAC0009,66006,2016,9,15,0,NA,Y,2016-09-15
IDCJAC0009,66006,2016,9,16,0,NA,Y,2016-09-16
IDCJAC0009,66006,2016,9,17,0,NA,Y,2016-09-17
IDCJAC0009,66006,2016,9,18,0,NA,Y,2016-09-18
IDCJAC0009,66006,2016,9,19,15,1,Y,2016-09-19
IDCJAC0009,66006,2016,9,20,0,NA,Y,2016-09-20
IDCJAC0009,66006,2016,9,21,0,NA,Y,2016-09-21
IDCJAC0009,66006,2016,9,22,2.2,1,Y,2016-09-22
IDCJAC0009,66006,2016,9,23,0.8,1,Y,2016-09-23
IDCJAC0009,66006,2016,9,24,0,NA,Y,2016-09-24
IDCJAC0009,66006,2016,9,25,3.8,1,Y,2016-09-25
IDCJAC0009,66006,2016,9,26,5.6,1,Y,2016-09-26
IDCJAC0009,66006,2016,9,27,0,NA,Y,2016-09-27
IDCJAC0009,66006,2016,9,28,0,NA,Y,2016-09-28
IDCJAC0009,66006,2016,9,29,2,1,Y,2016-09-29
IDCJAC0009,66006,2016,9,30,0.6,1,Y,2016-09-30
IDCJAC0009,66006,2016,10,1,0,NA,Y,2016-10-01
IDCJAC0009,66006,2016,10,2,0,NA,Y,2016-10-02
IDCJAC0009,66006,2016,10,3,0,NA,Y,2016-10-03
IDCJAC0009,66006,2016,10,4,0,NA,Y,2016-10-04
IDCJAC0009,66006,2016,10,5,0,NA,Y,2016-10-05
IDCJAC0009,66006,2016,10,6,0,NA,Y,2016-10-06
IDCJAC0009,66006,2016,10,7,0,NA,Y,2016-10-07
IDCJAC0009,66006,2016,10,8,0,NA,Y,2016-10-08
IDCJAC0009,66006,2016,10,9,0,NA,Y,2016-10-09
IDCJAC0009,66006,2016,10,10,0,NA,Y,2016-10-10
IDCJAC0009,66006,2016,10,11,4.6,1,Y,2016-10-11
IDCJAC0009,66006,2016,10,12,0,NA,Y,2016-10-12
IDCJAC0009,66006,2016,10,13,4.2,1,Y,2016-10-13
IDCJAC0009,66006,2016,10,14,0.6,1,Y,2016-10-14
IDCJAC0009,66006,2016,10,15,0,NA,Y,2016-10-15
IDCJAC0009,66006,2016,10,16,0,NA,Y,2016-10-16
IDCJAC0009,66006,2016,10,17,0,NA,Y,2016-10-17
IDCJAC0009,66006,2016,10,18,4,1,Y,2016-10-18
IDCJAC0009,66006,2016,10,19,0,NA,Y,2016-10-19
IDCJAC0009,66006,2016,10,20,0,NA,Y,2016-10-20
IDCJAC0009,66006,2016,10,21,0,NA,Y,2016-10-21
IDCJAC0009,66006,2016,10,22,12.5,1,Y,2016-10-22
IDCJAC0009,66006,2016,10,23,0.6,1,Y,2016-10-23
IDCJAC0009,66006,2016,10,24,0,NA,Y,2016-10-24
IDCJAC0009,66006,2016,10,25,0,NA,Y,2016-10-25
IDCJAC0009,66006,2016,10,26,0,NA,Y,2016-10-26
IDCJAC0009,66006,2016,10,27,0,NA,Y,2016-10-27
IDCJAC0009,66006,2016,10,28,1.6,1,Y,2016-10-28
IDCJAC0009,66006,2016,10,29,2,1,Y,2016-10-29
IDCJAC0009,66006,2016,10,30,0,NA,Y,2016-10-30
IDCJAC0009,66006,2016,10,31,2,1,Y,2016-10-31
IDCJAC0009,66006,2016,11,1,0,NA,Y,2016-11-01
IDCJAC0009,66006,2016,11,2,0,NA,Y,2016-11-02
IDCJAC0009,66006,2016,11,3,0,NA,Y,2016-11-03
IDCJAC0009,66006,2016,11,4,0,NA,Y,2016-11-04
IDCJAC0009,66006,2016,11,5,0,NA,Y,2016-11-05
IDCJAC0009,66006,2016,11,6,0,NA,Y,2016-11-06
IDCJAC0009,66006,2016,11,7,0,NA,Y,2016-11-07
IDCJAC0009,66006,2016,11,8,0,NA,Y,2016-11-08
IDCJAC0009,66006,2016,11,9,3,1,Y,2016-11-09
IDCJAC0009,66006,2016,11,10,10.8,1,Y,2016-11-10
IDCJAC0009,66006,2016,11,11,0,NA,Y,2016-11-11
IDCJAC0009,66006,2016,11,12,9.2,1,Y,2016-11-12
IDCJAC0009,66006,2016,11,13,0,NA,Y,2016-11-13
IDCJAC0009,66006,2016,11,14,0,NA,Y,2016-11-14
IDCJAC0009,66006,2016,11,15,0.8,1,Y,2016-11-15
IDCJAC0009,66006,2016,11,16,0,NA,Y,2016-11-16
IDCJAC0009,66006,2016,11,17,0.1,1,Y,2016-11-17
