product_code,bureau_of_meteorology_station_number,year,month,day,rainfall_amount_millimetres,period_over_which_rainfall_was_measured_days,quality,date
IDCJAC0009,66006,2014,8,27,14.6,1,Y,2014-08-27
IDCJAC0009,66006,2014,8,28,16,1,Y,2014-08-28
IDCJAC0009,66006,2014,8,29,0,NA,Y,2014-08-29
IDCJAC0009,66006,2014,8,30,0,NA,Y,2014-08-30
IDCJAC0009,66006,2014,8,31,0,NA,Y,2014-08-31
IDCJAC0009,66006,2014,9,1,0,NA,Y,2014-09-01
IDCJAC0009,66006,2014,9,2,0,NA,Y,2014-09-02
IDCJAC0009,66006,2014,9,3,5.8,1,Y,2014-09-03
IDCJAC0009,66006,2014,9,4,0.4,1,Y,2014-09-04
IDCJAC0009,66006,2014,9,5,5.2,1,Y,2014-09-05
IDCJAC0009,66006,2014,9,6,10.8,1,Y,2014-09-06
IDCJAC0009,66006,2014,9,7,17.8,1,Y,2014-09-07
IDCJAC0009,66006,2014,9,8,1,1,Y,2014-09-08
IDCJAC0009,66006,2014,9,9,0,NA,Y,2014-09-09
IDCJAC0009,66006,2014,9,10,6.2,1,Y,2014-09-10
IDCJAC0009,66006,2014,9,11,0,NA,Y,2014-09-11
IDCJAC0009,66006,2014,9,12,0.6,1,Y,2014-09-12
IDCJAC0009,66006,2014,9,13,0,NA,Y,2014-09-13
IDCJAC0009,66006,2014,9,14,1.2,1,Y,2014-09-14
IDCJAC0009,66006,2014,9,15,0,NA,Y,2014-09-15
IDCJAC0009,66006,2014,9,16,0.2,1,Y,2014-09-16
IDCJAC0009,66006,2014,9,17,0.4,1,Y,2014-09-17
IDCJAC0009,66006,2014,9,18,0,NA,Y,2014-09-18
IDCJAC0009,66006,2014,9,19,0,NA,Y,2014-09-19
IDCJAC0009,66006,2014,9,20,0,NA,Y,2014-09-20
IDCJAC0009,66006,2014,9,21,1,1,Y,2014-09-21
IDCJAC0009,66006,2014,9,22,0,NA,Y,2014-09-22
IDCJAC0009,66006,2014,9,23,0,NA,Y,2014-09-23
IDCJAC0009,66006,2014,9,24,0,NA,Y,2014-09-24
IDCJAC0009,66006,2014,9,25,0,NA,Y,2014-09-25
IDCJAC0009,66006,2014,9,26,3.8,1,Y,2014-09-26
IDCJAC0009,66006,2014,9,27,0.4,1,Y,2014-09-27
IDCJAC0009,66006,2014,9,28,0,NA,Y,2014-09-28
IDCJAC0009,66006,2014,9,29,0,NA,Y,2014-09-29
IDCJAC0009,66006,2014,9,30,0,NA,Y,2014-09-30
IDCJAC0009,66006,2014,10,1,0,NA,Y,2014-10-01
IDCJAC0009,66006,2014,10,2,0,NA,Y,2014-10-02
IDCJAC0009,66006,2014,10,3,0,NA,Y,2014-10-03
IDCJAC0009,66006,2014,10,4,0,NA,Y,2014-10-04
IDCJAC0009,66006,2014,10,5,0,NA,Y,2014-10-05
IDCJAC0009,66006,2014,10,6,0,NA,Y,2014-10-06
IDCJAC0009,66006,2014,10,7,0,NA,Y,2014-10-07
IDCJAC0009,66006,2014,10,8,5.2,1,Y,2014-10-08
IDCJAC0009,66006,2014,10,9,0,NA,Y,2014-10-09
IDCJAC0009,66006,2014,10,10,0,NA,Y,2014-10-10
IDCJAC0009,66006,2014,10,11,0,NA,Y,2014-10-11
IDCJAC0009,66006,2014,10,12,0,NA,Y,2014-10-12
IDCJAC0009,66006,2014,10,13,0,NA,Y,2014-10-13
IDCJAC0009,66006,2014,10,14,10,1,Y,2014-10-14
IDCJAC0009,66006,2014,10,15,77,1,Y,2014-10-15
IDCJAC0009,66006,2014,10,16,0.6,1,Y,2014-10-16
IDCJAC0009,66006,2014,10,17,0,NA,Y,2014-10-17
IDCJAC0009,66006,2014,10,18,0,NA,Y,2014-10-18
IDCJAC0009,66006,2014,10,19,0.4,1,Y,2014-10-19
IDCJAC0009,66006,2014,10,20,0,NA,Y,2014-10-20
IDCJAC0009,66006,2014,10,21,1,1,Y,2014-10-21
IDCJAC0009,66006,2014,10,22,0,NA,Y,2014-10-22
IDCJAC0009,66006,2014,10,23,0,NA,Y,2014-10-23
IDCJAC0009,66006,2014,10,24,0,NA,Y,2014-10-24
IDCJAC0009,66006,2014,10,25,0,1,Y,2014-10-25
IDCJAC0009,66006,2014,10,26,0,NA,Y,2014-10-26
IDCJAC0009,66006,2014,10,27,0,NA,Y,2014-10-27
IDCJAC0009,66006,2014,10,28,0,NA,Y,2014-10-28
IDCJAC0009,66006,2014,10,29,0,NA,Y,2014-10-29
IDCJAC0009,66006,2014,10,30,0,NA,Y,2014-10-30
IDCJAC0009,66006,2014,10,31,0,NA,Y,2014-10-31
IDCJAC0009,66006,2014,11,1,0,NA,Y,2014-11-01
IDCJAC0009,66006,2014,11,2,4,1,Y,2014-11-02
IDCJAC0009,66006,2014,11,3,0,NA,Y,2014-11-03
IDCJAC0009,66006,2014,11,4,0,NA,Y,2014-11-04
IDCJAC0009,66006,2014,11,5,0,NA,Y,2014-11-05
IDCJAC0009,66006,2014,11,6,3.6,1,Y,2014-11-06
IDCJAC0009,66006,2014,11,7,0,NA,Y,2014-11-07
IDCJAC0009,66006,2014,11,8,0,NA,Y,2014-11-08
IDCJAC0009,66006,2014,11,9,0,NA,Y,2014-11-09
IDCJAC0009,66006,2014,11,10,0,NA,Y,2014-11-10
IDCJAC0009,66006,2014,11,11,0,NA,Y,2014-11-11
IDCJAC0009,66006,2014,11,12,0.1,1,Y,2014-11-12
IDCJAC0009,66006,2014,11,13,0,NA,Y,2014-11-13
IDCJAC0009,66006,2014,11,14,0,NA,Y,2014-11-14
IDCJAC0009,66006,2014,11,15,0,NA,Y,2014-11-15
IDCJAC0009,66006,2014,11,16,6.8,1,Y,2014-11-16
IDCJAC0009,66006,2014,11,17,0,NA,Y,2014-11-17
IDCJAC0009,66006,2014,11,18,0,NA,Y,2014-11-18
IDCJAC0009,66006,2014,11,19,0,NA,Y,2014-11-19
IDCJAC0009,66006,2014,11,20,0,NA,Y,2014-11-20
IDCJAC0009,66006,2014,11,21,0,NA,Y,2014-11-21
IDCJAC0009,66006,2014,11,22,0,NA,Y,2014-11-22
IDCJAC0009,66006,2014,11,23,0,NA,Y,2014-11-23
IDCJAC0009,66006,2014,11,24,0.4,1,Y,2014-11-24
IDCJAC0009,66006,2014,11,25,7.8,1,Y,2014-11-25
IDCJAC0009,66006,2014,11,26,0,NA,Y,2014-11-26
IDCJAC0009,66006,2014,11,27,0.6,1,Y,2014-11-27
IDCJAC0009,66006,2014,11,28,0.4,1,Y,2014-11-28
IDCJAC0009,66006,2014,11,29,0,NA,Y,2014-11-29
IDCJAC0009,66006,2014,11,30,0,NA,Y,2014-11-30
IDCJAC0009,66006,2014,12,1,3.2,1,Y,2014-12-01
IDCJAC0009,66006,2014,12,2,8.8,1,Y,2014-12-02
IDCJAC0009,66006,2014,12,3,1,1,Y,2014-12-03
IDCJAC0009,66006,2014,12,4,23.2,1,Y,2014-12-04
IDCJAC0009,66006,2014,12,5,12.8,1,Y,2014-12-05
IDCJAC0009,66006,2014,12,6,1.6,1,Y,2014-12-06
IDCJAC0009,66006,2014,12,7,7,1,Y,2014-12-07
IDCJAC0009,66006,2014,12,8,20,1,Y,2014-12-08
IDCJAC0009,66006,2014,12,9,0.3,1,Y,2014-12-09
IDCJAC0009,66006,2014,12,10,0,NA,Y,2014-12-10
IDCJAC0009,66006,2014,12,11,12.4,1,Y,2014-12-11
IDCJAC0009,66006,2014,12,12,9.8,1,Y,2014-12-12
IDCJAC0009,66006,2014,12,13,0,NA,Y,2014-12-13
IDCJAC0009,66006,2014,12,14,0,NA,Y,2014-12-14
IDCJAC0009,66006,2014,12,15,0,NA,Y,2014-12-15
IDCJAC0009,66006,2014,12,16,0,NA,Y,2014-12-16
IDCJAC0009,66006,2014,12,17,0,NA,Y,2014-12-17
IDCJAC0009,66006,2014,12,18,0,NA,Y,2014-12-18
IDCJAC0009,66006,2014,12,19,0,NA,Y,2014-12-19
IDCJAC0009,66006,2014,12,20,0,NA,Y,2014-12-20
IDCJAC0009,66006,2014,12,21,0,NA,Y,2014-12-21
IDCJAC0009,66006,2014,12,22,0,NA,Y,2014-12-22
IDCJAC0009,66006,2014,12,23,0.4,1,Y,2014-12-23
IDCJAC0009,66006,2014,12,24,2.2,1,Y,2014-12-24
IDCJAC0009,66006,2014,12,25,0,NA,Y,2014-12-25
IDCJAC0009,66006,2014,12,26,34,1,Y,2014-12-26
IDCJAC0009,66006,2014,12,27,0,1,Y,2014-12-27
IDCJAC0009,66006,2014,12,28,3,1,Y,2014-12-28
IDCJAC0009,66006,2014,12,29,0,NA,Y,2014-12-29
IDCJAC0009,66006,2014,12,30,0,NA,Y,2014-12-30
IDCJAC0009,66006,2014,12,31,0,NA,Y,2014-12-31
IDCJAC0009,66006,2015,1,1,0,NA,Y,2015-01-01
IDCJAC0009,66006,2015,1,2,0,NA,Y,2015-01-02
IDCJAC0009,66006,2015,1,3,0,NA,Y,2015-01-03
IDCJAC0009,66006,2015,1,4,0,NA,Y,2015-01-04
IDCJAC0009,66006,2015,1,5,0,NA,Y,2015-01-05
IDCJAC0009,66006,2015,1,6,0,NA,Y,2015-01-06
IDCJAC0009,66006,2015,1,7,0,NA,Y,2015-01-07
IDCJAC0009,66006,2015,1,8,0,NA,Y,2015-01-08
IDCJAC0009,66006,2015,1,9,0,NA,Y,2015-01-09
IDCJAC0009,66006,2015,1,10,0,NA,Y,2015-01-10
IDCJAC0009,66006,2015,1,11,22,1,Y,2015-01-11
IDCJAC0009,66006,2015,1,12,8,1,Y,2015-01-12
IDCJAC0009,66006,2015,1,13,4.8,1,Y,2015-01-13
IDCJAC0009,66006,2015,1,14,0.2,1,Y,2015-01-14
IDCJAC0009,66006,2015,1,15,0,NA,Y,2015-01-15
IDCJAC0009,66006,2015,1,16,0,NA,Y,2015-01-16
IDCJAC0009,66006,2015,1,17,0,NA,Y,2015-01-17
IDCJAC0009,66006,2015,1,18,0,NA,Y,2015-01-18
IDCJAC0009,66006,2015,1,19,0.2,1,Y,2015-01-19
IDCJAC0009,66006,2015,1,20,8.6,1,Y,2015-01-20
IDCJAC0009,66006,2015,1,21,24.8,1,Y,2015-01-21
IDCJAC0009,66006,2015,1,22,0.4,1,Y,2015-01-22
IDCJAC0009,66006,2015,1,23,0,NA,Y,2015-01-23
IDCJAC0009,66006,2015,1,24,0,NA,Y,2015-01-24
IDCJAC0009,66006,2015,1,25,1.2,1,Y,2015-01-25
IDCJAC0009,66006,2015,1,26,0,1,Y,2015-01-26
IDCJAC0009,66006,2015,1,27,38,1,Y,2015-01-27
IDCJAC0009,66006,2015,1,28,75,1,Y,2015-01-28
IDCJAC0009,66006,2015,1,29,17.4,1,Y,2015-01-29
IDCJAC0009,66006,2015,1,30,0,NA,Y,2015-01-30
IDCJAC0009,66006,2015,1,31,0,NA,Y,2015-01-31
IDCJAC0009,66006,2015,2,1,0,NA,Y,2015-02-01
IDCJAC0009,66006,2015,2,2,3.8,1,Y,2015-02-02
IDCJAC0009,66006,2015,2,3,1.4,1,Y,2015-02-03
IDCJAC0009,66006,2015,2,4,1.6,1,Y,2015-02-04
IDCJAC0009,66006,2015,2,5,8.8,1,Y,2015-02-05
IDCJAC0009,66006,2015,2,6,0.4,1,Y,2015-02-06
IDCJAC0009,66006,2015,2,7,0,NA,Y,2015-02-07
IDCJAC0009,66006,2015,2,8,0,NA,Y,2015-02-08
IDCJAC0009,66006,2015,2,9,0,NA,Y,2015-02-09
IDCJAC0009,66006,2015,2,10,0.8,1,Y,2015-02-10
IDCJAC0009,66006,2015,2,11,0,NA,Y,2015-02-11
IDCJAC0009,66006,2015,2,12,0,NA,Y,2015-02-12
IDCJAC0009,66006,2015,2,13,4.8,1,Y,2015-02-13
IDCJAC0009,66006,2015,2,14,4.8,1,Y,2015-02-14
IDCJAC0009,66006,2015,2,15,0.8,1,Y,2015-02-15
IDCJAC0009,66006,2015,2,16,0,NA,Y,2015-02-16
IDCJAC0009,66006,2015,2,17,0,NA,Y,2015-02-17
IDCJAC0009,66006,2015,2,18,0,NA,Y,2015-02-18
IDCJAC0009,66006,2015,2,19,0.4,1,Y,2015-02-19
IDCJAC0009,66006,2015,2,20,0,NA,Y,2015-02-20
IDCJAC0009,66006,2015,2,21,2.5,1,Y,2015-02-21
IDCJAC0009,66006,2015,2,22,2,1,Y,2015-02-22
IDCJAC0009,66006,2015,2,23,0.6,1,Y,2015-02-23
IDCJAC0009,66006,2015,2,24,0.6,1,Y,2015-02-24
IDCJAC0009,66006,2015,2,25,0,NA,Y,2015-02-25
IDCJAC0009,66006,2015,2,26,9.4,1,Y,2015-02-26
IDCJAC0009,66006,2015,2,27,15,1,Y,2015-02-27
IDCJAC0009,66006,2015,2,28,0,1,Y,2015-02-28
IDCJAC0009,66006,2015,3,1,0,NA,Y,2015-03-01
IDCJAC0009,66006,2015,3,2,15.4,1,Y,2015-03-02
IDCJAC0009,66006,2015,3,3,0,NA,Y,2015-03-03
IDCJAC0009,66006,2015,3,4,0,NA,Y,2015-03-04
IDCJAC0009,66006,2015,3,5,0,NA,Y,2015-03-05
IDCJAC0009,66006,2015,3,6,0,NA,Y,2015-03-06
IDCJAC0009,66006,2015,3,7,1.6,1,Y,2015-03-07
IDCJAC0009,66006,2015,3,8,0,NA,Y,2015-03-08
IDCJAC0009,66006,2015,3,9,0,NA,Y,2015-03-09
IDCJAC0009,66006,2015,3,10,0,NA,Y,2015-03-10
IDCJAC0009,66006,2015,3,11,0,NA,Y,2015-03-11
IDCJAC0009,66006,2015,3,12,0.4,1,Y,2015-03-12
IDCJAC0009,66006,2015,3,13,2.4,1,Y,2015-03-13
IDCJAC0009,66006,2015,3,14,3,1,Y,2015-03-14
IDCJAC0009,66006,2015,3,15,0,NA,Y,2015-03-15
IDCJAC0009,66006,2015,3,16,7.6,1,Y,2015-03-16
IDCJAC0009,66006,2015,3,17,0,NA,Y,2015-03-17
IDCJAC0009,66006,2015,3,18,0,NA,Y,2015-03-18
IDCJAC0009,66006,2015,3,19,1,1,Y,2015-03-19
IDCJAC0009,66006,2015,3,20,0,NA,Y,2015-03-20
IDCJAC0009,66006,2015,3,21,NA,NA,NA,2015-03-21
IDCJAC0009,66006,2015,3,22,0.2,1,Y,2015-03-22
IDCJAC0009,66006,2015,3,23,0.8,1,Y,2015-03-23
IDCJAC0009,66006,2015,3,24,NA,NA,NA,2015-03-24
IDCJAC0009,66006,2015,3,25,27,1,Y,2015-03-25
IDCJAC0009,66006,2015,3,26,0.1,1,Y,2015-03-26
IDCJAC0009,66006,2015,3,27,0,NA,Y,2015-03-27
IDCJAC0009,66006,2015,3,28,0,NA,Y,2015-03-28
IDCJAC0009,66006,2015,3,29,0,NA,Y,2015-03-29
IDCJAC0009,66006,2015,3,30,0,NA,Y,2015-03-30
IDCJAC0009,66006,2015,3,31,23,1,Y,2015-03-31
IDCJAC0009,66006,2015,4,1,4.6,1,Y,2015-04-01
IDCJAC0009,66006,2015,4,2,0.1,1,Y,2015-04-02
IDCJAC0009,66006,2015,4,3,0.2,1,Y,2015-04-03
IDCJAC0009,66006,2015,4,4,26,1,Y,2015-04-04
IDCJAC0009,66006,2015,4,5,21.6,1,Y,2015-04-05
IDCJAC0009,66006,2015,4,6,0,NA,Y,2015-04-06
IDCJAC0009,66006,2015,4,7,0.6,1,Y,2015-04-07
IDCJAC0009,66006,2015,4,8,2.6,1,Y,2015-04-08
IDCJAC0009,66006,2015,4,9,0,NA,Y,2015-04-09
IDCJAC0009,66006,2015,4,10,0.8,1,Y,2015-04-10
IDCJAC0009,66006,2015,4,11,6.6,1,Y,2015-04-11
IDCJAC0009,66006,2015,4,12,0,NA,Y,2015-04-12
IDCJAC0009,66006,2015,4,13,0,NA,Y,2015-04-13
IDCJAC0009,66006,2015,4,14,0,NA,Y,2015-04-14
IDCJAC0009,66006,2015,4,15,0,NA,Y,2015-04-15
IDCJAC0009,66006,2015,4,16,0.8,1,Y,2015-04-16
IDCJAC0009,66006,2015,4,17,2,1,Y,2015-04-17
IDCJAC0009,66006,2015,4,18,1,1,Y,2015-04-18
IDCJAC0009,66006,2015,4,19,2.8,1,Y,2015-04-19
IDCJAC0009,66006,2015,4,20,17,1,Y,2015-04-20
IDCJAC0009,66006,2015,4,21,126.4,1,Y,2015-04-21
IDCJAC0009,66006,2015,4,22,118,1,Y,2015-04-22
IDCJAC0009,66006,2015,4,23,29.2,1,Y,2015-04-23
IDCJAC0009,66006,2015,4,24,0,NA,Y,2015-04-24
IDCJAC0009,66006,2015,4,25,0,NA,Y,2015-04-25
IDCJAC0009,66006,2015,4,26,30.4,1,Y,2015-04-26
IDCJAC0009,66006,2015,4,27,5.2,1,Y,2015-04-27
IDCJAC0009,66006,2015,4,28,0,NA,Y,2015-04-28
IDCJAC0009,66006,2015,4,29,0,NA,Y,2015-04-29
IDCJAC0009,66006,2015,4,30,10.2,1,Y,2015-04-30
IDCJAC0009,66006,2015,5,1,27.6,1,Y,2015-05-01
IDCJAC0009,66006,2015,5,2,9,1,Y,2015-05-02
IDCJAC0009,66006,2015,5,3,23,1,Y,2015-05-03
IDCJAC0009,66006,2015,5,4,0.6,1,Y,2015-05-04
IDCJAC0009,66006,2015,5,5,0,NA,Y,2015-05-05
IDCJAC0009,66006,2015,5,6,0,NA,Y,2015-05-06
IDCJAC0009,66006,2015,5,7,0,NA,Y,2015-05-07
IDCJAC0009,66006,2015,5,8,0,NA,Y,2015-05-08
IDCJAC0009,66006,2015,5,9,0,NA,Y,2015-05-09
IDCJAC0009,66006,2015,5,10,0,NA,Y,2015-05-10
IDCJAC0009,66006,2015,5,11,0,NA,Y,2015-05-11
IDCJAC0009,66006,2015,5,12,0,NA,Y,2015-05-12
IDCJAC0009,66006,2015,5,13,0,NA,Y,2015-05-13
IDCJAC0009,66006,2015,5,14,3.8,1,Y,2015-05-14
IDCJAC0009,66006,2015,5,15,0,NA,Y,2015-05-15
IDCJAC0009,66006,2015,5,16,2,1,Y,2015-05-16
IDCJAC0009,66006,2015,5,17,0.8,1,Y,2015-05-17
IDCJAC0009,66006,2015,5,18,0.2,1,Y,2015-05-18
IDCJAC0009,66006,2015,5,19,0.6,1,Y,2015-05-19
IDCJAC0009,66006,2015,5,20,1,1,Y,2015-05-20
IDCJAC0009,66006,2015,5,21,0.2,1,Y,2015-05-21
IDCJAC0009,66006,2015,5,22,11.2,1,Y,2015-05-22
IDCJAC0009,66006,2015,5,23,22,1,Y,2015-05-23
IDCJAC0009,66006,2015,5,24,0.1,1,Y,2015-05-24
IDCJAC0009,66006,2015,5,25,0,NA,Y,2015-05-25
IDCJAC0009,66006,2015,5,26,0,NA,Y,2015-05-26
IDCJAC0009,66006,2015,5,27,0,NA,Y,2015-05-27
IDCJAC0009,66006,2015,5,28,0,NA,Y,2015-05-28
IDCJAC0009,66006,2015,5,29,0.4,1,Y,2015-05-29
IDCJAC0009,66006,2015,5,30,0,NA,Y,2015-05-30
IDCJAC0009,66006,2015,5,31,0,NA,Y,2015-05-31
IDCJAC0009,66006,2015,6,1,0,NA,Y,2015-06-01
IDCJAC0009,66006,2015,6,2,0,NA,Y,2015-06-02
IDCJAC0009,66006,2015,6,3,0,NA,Y,2015-06-03
IDCJAC0009,66006,2015,6,4,0,NA,Y,2015-06-04
IDCJAC0009,66006,2015,6,5,0,NA,Y,2015-06-05
IDCJAC0009,66006,2015,6,6,1.8,1,Y,2015-06-06
IDCJAC0009,66006,2015,6,7,0,NA,Y,2015-06-07
IDCJAC0009,66006,2015,6,8,0,NA,Y,2015-06-08
IDCJAC0009,66006,2015,6,9,0,NA,Y,2015-06-09
IDCJAC0009,66006,2015,6,10,1.8,1,Y,2015-06-10
IDCJAC0009,66006,2015,6,11,7.6,1,Y,2015-06-11
IDCJAC0009,66006,2015,6,12,0.4,1,Y,2015-06-12
IDCJAC0009,66006,2015,6,13,0,NA,Y,2015-06-13
IDCJAC0009,66006,2015,6,14,0,NA,Y,2015-06-14
IDCJAC0009,66006,2015,6,15,0,NA,Y,2015-06-15
IDCJAC0009,66006,2015,6,16,4,1,Y,2015-06-16
IDCJAC0009,66006,2015,6,17,11.4,1,Y,2015-06-17
IDCJAC0009,66006,2015,6,18,2.4,1,Y,2015-06-18
IDCJAC0009,66006,2015,6,19,75.6,1,Y,2015-06-19
IDCJAC0009,66006,2015,6,20,7.5,1,Y,2015-06-20
IDCJAC0009,66006,2015,6,21,0.2,1,Y,2015-06-21
IDCJAC0009,66006,2015,6,22,4.4,1,Y,2015-06-22
IDCJAC0009,66006,2015,6,23,0,NA,Y,2015-06-23
IDCJAC0009,66006,2015,6,24,0,NA,Y,2015-06-24
IDCJAC0009,66006,2015,6,25,0,NA,Y,2015-06-25
IDCJAC0009,66006,2015,6,26,9.2,1,Y,2015-06-26
IDCJAC0009,66006,2015,6,27,0,NA,Y,2015-06-27
IDCJAC0009,66006,2015,6,28,0,NA,Y,2015-06-28
IDCJAC0009,66006,2015,6,29,0,NA,Y,2015-06-29
IDCJAC0009,66006,2015,6,30,0,NA,Y,2015-06-30
IDCJAC0009,66006,2015,7,1,1,1,Y,2015-07-01
IDCJAC0009,66006,2015,7,2,0,NA,Y,2015-07-02
IDCJAC0009,66006,2015,7,3,0,NA,Y,2015-07-03
IDCJAC0009,66006,2015,7,4,0,NA,Y,2015-07-04
IDCJAC0009,66006,2015,7,5,0,NA,Y,2015-07-05
IDCJAC0009,66006,2015,7,6,0,NA,Y,2015-07-06
IDCJAC0009,66006,2015,7,7,0,NA,Y,2015-07-07
IDCJAC0009,66006,2015,7,8,9.6,1,Y,2015-07-08
IDCJAC0009,66006,2015,7,9,0,NA,Y,2015-07-09
IDCJAC0009,66006,2015,7,10,0,NA,Y,2015-07-10
IDCJAC0009,66006,2015,7,11,0.8,1,Y,2015-07-11
IDCJAC0009,66006,2015,7,12,2.8,1,Y,2015-07-12
IDCJAC0009,66006,2015,7,13,6.6,1,Y,2015-07-13
IDCJAC0009,66006,2015,7,14,0.4,1,Y,2015-07-14
IDCJAC0009,66006,2015,7,15,0,NA,Y,2015-07-15
IDCJAC0009,66006,2015,7,16,6.2,1,Y,2015-07-16
IDCJAC0009,66006,2015,7,17,17,1,Y,2015-07-17
IDCJAC0009,66006,2015,7,18,1.2,1,Y,2015-07-18
IDCJAC0009,66006,2015,7,19,0,NA,Y,2015-07-19
IDCJAC0009,66006,2015,7,20,0,NA,Y,2015-07-20
IDCJAC0009,66006,2015,7,21,1.6,1,Y,2015-07-21
IDCJAC0009,66006,2015,7,22,0,NA,Y,2015-07-22
IDCJAC0009,66006,2015,7,23,1.8,1,Y,2015-07-23
IDCJAC0009,66006,2015,7,24,0,NA,Y,2015-07-24
IDCJAC0009,66006,2015,7,25,0,NA,Y,2015-07-25
IDCJAC0009,66006,2015,7,26,0,NA,Y,2015-07-26
IDCJAC0009,66006,2015,7,27,0,NA,Y,2015-07-27
IDCJAC0009,66006,2015,7,28,0,NA,Y,2015-07-28
IDCJAC0009,66006,2015,7,29,0,NA,Y,2015-07-29
IDCJAC0009,66006,2015,7,30,0,NA,Y,2015-07-30
IDCJAC0009,66006,2015,7,31,0,NA,Y,2015-07-31
IDCJAC0009,66006,2015,8,1,0,NA,Y,2015-08-01
IDCJAC0009,66006,2015,8,2,0,NA,Y,2015-08-02
IDCJAC0009,66006,2015,8,3,0,NA,Y,2015-08-03
IDCJAC0009,66006,2015,8,4,0,NA,Y,2015-08-04
IDCJAC0009,66006,2015,8,5,0,NA,Y,2015-08-05
IDCJAC0009,66006,2015,8,6,0,NA,Y,2015-08-06
IDCJAC0009,66006,2015,8,7,0,NA,Y,2015-08-07
IDCJAC0009,66006,2015,8,8,0,NA,Y,2015-08-08
IDCJAC0009,66006,2015,8,9,0,NA,Y,2015-08-09
IDCJAC0009,66006,2015,8,10,0,NA,Y,2015-08-10
IDCJAC0009,66006,2015,8,11,0,NA,Y,2015-08-11
IDCJAC0009,66006,2015,8,12,0,NA,Y,2015-08-12
IDCJAC0009,66006,2015,8,13,0,NA,Y,2015-08-13
IDCJAC0009,66006,2015,8,14,0,NA,Y,2015-08-14
IDCJAC0009,66006,2015,8,15,0,NA,Y,2015-08-15
IDCJAC0009,66006,2015,8,16,0,NA,Y,2015-08-16
IDCJAC0009,66006,2015,8,17,6,1,Y,2015-08-17
IDCJAC0009,66006,2015,8,18,0,NA,Y,2015-08-18
IDCJAC0009,66006,2015,8,19,0,NA,Y,2015-08-19
IDCJAC0009,66006,2015,8,20,0,NA,Y,2015-08-20
IDCJAC0009,66006,2015,8,21,0,NA,Y,2015-08-21
IDCJAC0009,66006,2015,8,22,0,NA,Y,2015-08-22
IDCJAC0009,66006,2015,8,23,3,1,Y,2015-08-23
IDCJAC0009,66006,2015,8,24,5,1,Y,2015-08-24
IDCJAC0009,66006,2015,8,25,75.2,1,Y,2015-08-25
IDCJAC0009,66006,2015,8,26,4.8,1,Y,2015-08-26
IDCJAC0009,66006,2015,8,27,0,NA,Y,2015-08-27
IDCJAC0009,66006,2015,8,28,0,NA,Y,2015-08-28
IDCJAC0009,66006,2015,8,29,0,NA,Y,2015-08-29
IDCJAC0009,66006,2015,8,30,0,NA,Y,2015-08-30
IDCJAC0009,66006,2015,8,31,0,NA,Y,2015-08-31
IDCJAC0009,66006,2015,9,1,0,NA,Y,2015-09-01
IDCJAC0009,66006,2015,9,2,0,NA,Y,2015-09-02
IDCJAC0009,66006,2015,9,3,3.2,1,Y,2015-09-03
IDCJAC0009,66006,2015,9,4,25.2,1,Y,2015-09-04
IDCJAC0009,66006,2015,9,5,0,NA,Y,2015-09-05
IDCJAC0009,66006,2015,9,6,0.8,1,Y,2015-09-06
IDCJAC0009,66006,2015,9,7,0,NA,Y,2015-09-07
IDCJAC0009,66006,2015,9,8,0.3,1,Y,2015-09-08
IDCJAC0009,66006,2015,9,9,0,NA,Y,2015-09-09
IDCJAC0009,66006,2015,9,10,1.2,1,Y,2015-09-10
IDCJAC0009,66006,2015,9,11,0.6,1,Y,2015-09-11
IDCJAC0009,66006,2015,9,12,0,NA,Y,2015-09-12
IDCJAC0009,66006,2015,9,13,0,NA,Y,2015-09-13
IDCJAC0009,66006,2015,9,14,0,NA,Y,2015-09-14
IDCJAC0009,66006,2015,9,15,0,NA,Y,2015-09-15
IDCJAC0009,66006,2015,9,16,0,NA,Y,2015-09-16
IDCJAC0009,66006,2015,9,17,0,NA,Y,2015-09-17
IDCJAC0009,66006,2015,9,18,2.4,1,Y,2015-09-18
IDCJAC0009,66006,2015,9,19,12,1,Y,2015-09-19
IDCJAC0009,66006,2015,9,20,0,NA,Y,2015-09-20
IDCJAC0009,66006,2015,9,21,0.6,1,Y,2015-09-21
IDCJAC0009,66006,2015,9,22,0,NA,Y,2015-09-22
IDCJAC0009,66006,2015,9,23,1.2,1,Y,2015-09-23
IDCJAC0009,66006,2015,9,24,3,1,Y,2015-09-24
IDCJAC0009,66006,2015,9,25,33.8,1,Y,2015-09-25
IDCJAC0009,66006,2015,9,26,4,1,Y,2015-09-26
IDCJAC0009,66006,2015,9,27,5.8,1,Y,2015-09-27
IDCJAC0009,66006,2015,9,28,0,NA,Y,2015-09-28
IDCJAC0009,66006,2015,9,29,0,NA,Y,2015-09-29
IDCJAC0009,66006,2015,9,30,0,NA,Y,2015-09-30
IDCJAC0009,66006,2015,10,1,0,NA,Y,2015-10-01
IDCJAC0009,66006,2015,10,2,0,NA,Y,2015-10-02
IDCJAC0009,66006,2015,10,3,0,NA,Y,2015-10-03
IDCJAC0009,66006,2015,10,4,0,NA,Y,2015-10-04
IDCJAC0009,66006,2015,10,5,0,NA,Y,2015-10-05
IDCJAC0009,66006,2015,10,6,0,NA,Y,2015-10-06
IDCJAC0009,66006,2015,10,7,0,NA,Y,2015-10-07
